ID_REF	M1M	M2M	M3M	E1M	E2M	E3M	M1F	M2F	M3F	E1F	E2F	E3F
FBtr0005009	13.78841394	13.86491463	13.65261781	13.67108398	13.85402145	13.74886969	13.44270855	13.30497943	13.42810772	13.13865057	13.14022572	12.88353357
FBtr0005088	12.55042286	12.40565161	12.24241262	12.17614793	12.32653322	12.31461292	12.87569912	12.99628041	12.85472185	12.3502783	12.78006072	11.33525161
FBtr0005673	5.414906749	7.578121307	9.345435409	9.49209052	7.74070229	9.226190834	7.31802303	9.443929829	9.507107611	11.4961332	10.71687724	11.58710584
FBtr0006151	8.378788605	7.983543747	8.630371978	9.307489775	9.537614068	8.198247594	8.234616757	8.640392091	8.442029914	9.198830773	8.850284369	9.303660442
FBtr0070000	11.15048695	10.81422876	10.0923322	9.824515684	9.923710172	10.18639718	10.73703815	10.28458909	9.910333024	9.323806208	9.657471197	9.602419762
FBtr0070002	10.86089927	11.93798097	12.20158388	12.46959975	12.30567763	12.29994003	7.195505089	6.598021226	7.074897141	5.848011935	6.967490272	9.695193485
FBtr0070003	5.440789454	5.155688526	4.146614495	4.499584425	5.804523433	5.11477512	6.041799308	5.736640049	5.439609841	5.430409061	5.518582347	7.684951951
FBtr0070005	6.160077133	6.765049346	6.629771882	7.189441107	6.779304377	6.367439215	7.413451918	7.343063986	7.252015364	8.228520984	8.234476891	7.563788866
FBtr0070006	12.60338456	12.46460961	11.99230463	11.8531172	12.32888144	12.03384326	12.27157455	11.58515039	11.60511773	10.3606835	11.03952769	8.772633598
FBtr0070007	11.13561265	10.8209802	10.60575997	10.62801285	11.45113691	10.86451567	11.41556506	11.25800133	11.07193967	10.8734205	10.95876222	11.26428038
FBtr0070008	10.71987888	10.83655521	10.70051411	10.77363137	11.3708911	10.731202	11.39158902	11.61035938	11.48705096	11.81754036	11.70374022	12.90949417
FBtr0070025	12.2624698	11.89485656	11.47388187	11.43248824	12.24979682	11.6423759	12.49381305	11.95129288	12.05448578	11.39534948	11.49918806	10.53437905
FBtr0070026	11.76407461	11.35988855	10.90189911	10.65418606	11.54460014	10.85524685	11.96578349	11.34320693	11.32930841	10.00444072	10.72351206	6.850130567
FBtr0070027	10.46553427	8.954194856	7.97004893	8.016472362	8.885815017	8.424050365	12.34276437	11.80565231	11.86205528	10.57633686	11.66432172	8.827723456
FBtr0070028	12.58537377	12.4436348	12.34814324	12.03391413	12.14876925	12.22493948	13.21958694	13.24080024	13.1913398	12.82685407	13.28868074	12.42530703
FBtr0070029	5.609388569	5.329482431	4.264724074	4.851988846	5.705983429	5.249145697	6.35279736	5.982605763	5.330106591	5.131371352	5.821995869	8.030646723
FBtr0070032	4.732052073	4.053319904	4.341153183	4.488797762	4.790563541	4.416947805	5.614491951	6.062192964	5.716960724	5.654011561	4.960831388	8.73264197
FBtr0070033	8.462205319	7.289775458	6.836389996	6.657742888	7.073619964	7.320018868	7.766381153	6.722067042	5.755029093	5.189334355	6.465579465	8.649400619
FBtr0070034	8.088831691	6.650866498	6.812087435	6.140210135	6.831442797	6.88656356	7.379878241	6.90590562	5.329392731	5.671582109	6.019541804	8.84541321
FBtr0070035	11.37447213	11.31905455	11.11677112	11.0914816	11.57130749	11.16640627	5.415603195	5.22494322	5.497350498	5.502515192	5.676673617	7.525016463
FBtr0070036	10.81234211	10.07763142	9.043771823	9.009485464	10.87821257	9.230989995	11.1161497	10.28248707	10.37077512	9.314987845	9.711831966	10.01924058
FBtr0070037	7.093413339	6.747450509	6.105072498	6.201445671	6.386162553	6.085987568	7.402347847	7.162131469	7.182615831	7.163171633	6.188254527	11.70878257
FBtr0070038	6.401167946	7.426185908	9.828616192	10.1290121	7.380097369	9.496495905	7.867971808	8.775773223	9.020487756	12.19263011	10.30701041	11.70169953
FBtr0070040	13.81308027	13.80926998	13.88742688	13.83320681	13.88136278	13.67398755	13.87516599	13.84700841	13.78130148	13.96510896	13.69743243	14.01330474
FBtr0070042	10.3271438	11.62233095	12.80118683	12.94075005	11.14508321	12.58771126	11.2080055	11.30217246	11.92907614	13.8500147	13.57099076	13.73845969
FBtr0070045	7.117229582	8.985230298	9.663888765	9.655825314	7.510729361	9.324523737	10.15022011	9.783541942	10.70741884	11.85105001	11.79231614	10.34622661
FBtr0070046	7.422940212	8.292207501	7.550998369	7.36072157	6.804584092	7.384130127	9.751772496	9.459062291	10.74654422	10.66832942	10.70571428	4.80006639
FBtr0070047	14.08149042	14.08326666	13.92031848	14.03214987	13.94675257	13.9018015	14.10602548	14.24853624	13.93199719	14.13157517	14.1684978	14.29507682
FBtr0070048	13.92887218	13.88636475	13.93460663	13.98100378	13.9849463	13.94435477	13.99129227	14.01483402	13.94348109	14.05164435	14.00471563	14.26932958
FBtr0070050	11.99623115	11.73228442	11.13268974	10.8384446	11.8368052	11.42730341	7.216089101	6.686842251	6.969241453	6.131177886	6.522981625	5.50987316
FBtr0070051	12.36124188	12.00361074	11.5860191	11.35835351	12.06684116	11.69323987	7.32289708	6.663982134	6.931432502	6.520692532	6.745416179	5.815713749
FBtr0070052	12.69200469	12.41365485	11.98344752	12.00176601	12.7312101	12.04634587	13.14193418	12.84921412	12.84091593	12.02567888	12.205568	11.91897028
FBtr0070058	13.79397268	13.65559603	13.42205215	13.42828767	13.57899932	13.65079587	13.77746505	13.72360467	13.68270645	13.23796716	13.66483129	12.01188051
FBtr0070063	6.991652221	7.242394813	9.245358512	9.132027708	7.270325231	9.080638745	8.674990915	10.43156989	10.21357354	12.84694818	11.61161075	11.87000562
FBtr0070064	10.95568238	10.85643977	10.99683126	11.14310339	10.83583299	11.01289092	12.03519228	12.2759024	12.42858548	12.43704582	12.70926414	11.58581148
FBtr0070066	7.030426575	6.989067461	7.25246486	7.144302368	6.829762052	7.416913192	8.028109949	7.934537142	7.784571379	7.841978778	7.423511783	6.987574407
FBtr0070069	12.90635548	13.22001944	13.17223142	13.25673117	13.14713166	13.12381618	7.419023913	6.847507159	7.381671858	7.16606464	8.299789559	7.682687057
FBtr0070070	4.098529043	4.357580154	5.190579306	5.082600412	4.517767008	4.578051092	4.051824504	4.613172113	5.180661085	6.070466613	4.852718007	8.732547684
FBtr0070071	4.46148927	4.455616552	3.919664247	4.277642624	4.279872401	4.023964991	7.951395463	6.83854466	6.21865913	6.200928022	5.053797757	8.12181633
FBtr0070072	4.437334286	4.292870075	4.514873402	4.232346092	4.374629161	4.504563192	5.604694063	6.001342885	6.059614856	5.836729556	4.910243367	9.338280887
FBtr0070073	4.064486263	3.493109297	3.995285513	3.852058782	3.668720501	3.707988534	4.770559506	5.172847504	4.887861535	5.029267347	4.56270035	9.140203487
FBtr0070074	3.453201482	3.636972565	3.4918018	3.482990223	3.436961338	3.622754687	5.140267406	4.851654108	5.005956836	7.506991422	5.072028603	9.171501837
FBtr0070075	3.579433611	3.40561122	3.630766566	4.243684312	3.67648181	3.986929666	4.985901123	5.174570207	4.77621982	5.785574091	4.312185938	9.345069429
FBtr0070076	10.74224972	9.985926305	9.695834305	9.87917259	10.68030264	9.687568322	12.23701939	12.13788157	12.3903123	12.12119233	12.42557323	13.17146473
FBtr0070077	10.78678804	10.44399073	9.671524968	9.897022099	10.8969506	9.726814872	11.57078694	11.33335195	11.3864343	11.23731717	11.1508505	12.4017963
FBtr0070078	10.9636236	10.72793347	10.12498564	10.32827852	11.27022553	10.34069901	11.9178967	11.70901866	11.70030073	11.45879005	11.4415091	12.71586809
FBtr0070079	12.35688491	12.0541076	11.61268497	11.65350412	12.08581152	11.63520139	12.71825084	12.55521819	12.4974263	11.75394548	12.15837982	11.03688036
FBtr0070080	8.000814104	9.54758324	9.676508256	9.808447479	9.169927005	9.306702897	8.471526467	9.091764616	9.231355602	9.985159697	9.599400929	10.19745213
FBtr0070081	7.577236204	9.406875272	10.84443163	10.56991958	8.385105272	10.83577647	8.664010943	9.800801237	9.835971431	11.5013957	10.99292736	10.56208603
FBtr0070085	9.304561236	9.568850497	9.508044712	9.233304982	8.825620288	9.458140608	10.62553735	10.06661355	10.34628302	9.527722517	10.38035878	9.181337646
FBtr0070086	10.57717624	10.79109303	10.32531355	10.03163063	9.694924754	10.41842832	11.13748008	10.7993591	10.88484148	10.26819786	10.67870163	7.319775973
FBtr0070087	7.527105533	9.38977587	10.78391864	10.5155805	8.425154207	10.86371673	8.76700785	9.901187455	9.925603246	11.44293583	11.09566009	10.72580105
FBtr0070088	12.04198502	11.41387625	10.78843833	10.89957543	11.79418299	10.79013611	11.89677033	11.63801341	11.49777456	10.67062332	10.74594318	9.730887855
FBtr0070089	11.65125705	11.29073754	10.60680863	10.61922619	11.25207043	10.92464915	12.3000452	12.05781019	11.88432375	10.83002876	11.7456689	9.717390426
FBtr0070091	7.541524906	8.289448109	8.010475516	7.781741321	6.990427364	7.922794288	7.901432909	7.098024712	7.105866615	7.643221986	8.361674504	6.940837424
FBtr0070092	13.88946458	13.77063141	13.7351073	13.73788453	13.77402991	13.68448107	13.97233924	13.95548044	13.85215428	13.6486012	13.69159969	13.22117696
FBtr0070094	9.711950667	9.037666922	8.922495504	9.279389575	9.362722794	8.997626619	11.23961464	11.45944673	11.27925311	11.05513965	10.91240219	9.497475051
FBtr0070095	8.975396321	8.504778079	8.299295493	8.209254494	8.163727154	8.260699879	10.30258249	9.958485581	9.653691345	8.668743898	9.648416727	9.779334749
FBtr0070096	8.339801912	8.065940607	7.961324086	8.188288655	8.782127416	7.973780009	9.553030206	9.385310017	9.249352183	9.513693058	9.001224644	8.603941182
FBtr0070097	9.234358569	8.708641456	8.656092666	8.859273866	9.320526873	8.790648246	10.75323455	10.86247154	10.58618621	10.43949536	10.30266371	11.10503425
FBtr0070098	9.767257857	9.468563768	9.391166887	9.284341541	9.123318557	9.423498126	10.53744615	10.79512729	10.57979836	10.73140389	11.03697608	7.018776585
FBtr0070099	14.25494325	14.22161863	14.152682	14.1183025	14.19535385	14.08806321	13.83729172	14.04462071	13.85086633	13.97326842	14.09468888	12.79347251
FBtr0070100	9.605153903	9.402080471	8.826510036	9.532112566	10.01349604	9.359345461	10.69744276	10.68360725	10.36561009	10.91096016	10.17779897	10.253843
FBtr0070101	5.597149742	6.505903629	8.384870503	8.123610849	5.798353853	7.897754718	6.564847608	8.590650669	7.945989792	11.25886214	9.519206329	10.94702898
FBtr0070103	6.101116362	5.729180221	6.383486576	6.411112656	5.725089452	6.267339156	8.022014309	8.184823286	8.113852057	9.934185777	9.129203151	7.099364644
FBtr0070106	10.95536265	11.19887318	11.00002374	11.0016528	11.13978641	10.95825371	11.09968891	10.88564917	11.22757142	11.4040856	11.13196374	11.20778752
FBtr0070107	9.733597199	8.173081449	7.368848652	7.371370673	8.647198646	7.547231564	11.95950918	11.6427808	11.56538269	11.07746273	11.42719812	11.22815105
FBtr0070108	9.153039714	7.591025592	6.906486584	6.817902049	7.710468962	6.837616581	11.50590249	11.20311267	11.35024501	10.73184246	11.00364735	8.717150995
FBtr0070109	9.227504518	9.207306247	9.340517763	8.936505441	9.082800503	8.869335045	9.851852712	9.272996652	8.96232691	8.889292829	8.959557757	9.22121903
FBtr0070110	7.943715665	8.74483182	9.051399837	8.692777284	7.569772841	9.309883071	8.891853862	8.997239616	8.721720576	8.767692202	8.901110054	8.482088749
FBtr0070115	12.79208559	12.47680072	12.11279339	12.1881544	12.74939002	12.22519258	13.29532175	13.10994515	13.03372655	12.19847887	12.34598678	12.32635114
FBtr0070116	10.34961651	9.273176203	8.810713006	8.470743054	9.137754283	8.894731381	11.84649555	11.71742997	12.0180622	11.23979959	11.78019546	9.934630313
FBtr0070117	10.53525545	9.595500677	9.132413615	8.956857605	9.22328256	9.121312045	11.9609118	11.95270915	12.04684489	11.54690025	12.09628406	10.58510291
FBtr0070119	8.735385767	8.34002276	8.212467689	8.396191178	8.448048145	8.441952339	10.48908347	10.97842039	10.99426305	11.00721653	11.04152767	9.942626222
FBtr0070120	9.103822031	9.431670383	9.343223032	9.251481937	9.026609753	9.540827997	9.971698161	10.14569134	10.39163574	10.22042597	10.67256943	6.958451796
FBtr0070121	11.14014634	10.60782629	9.90860338	9.929590412	10.89032805	10.02003111	12.09422393	11.76288897	11.93060844	11.01604433	11.55260959	10.64366908
FBtr0070122	12.40770935	12.18877717	11.80673029	12.03751981	12.66976345	11.97566293	12.87795735	12.85499775	12.75953635	12.72206155	12.69228273	13.49000294
FBtr0070123	12.95472459	13.51733407	13.67658326	13.71542971	13.32878263	13.55337972	13.15904808	13.57043319	13.74136404	14.15522717	13.97377883	14.20631931
FBtr0070130	6.12648973	6.906886989	7.76025688	7.356878003	5.424566072	7.657970775	8.42220272	9.547441732	9.320537027	9.960682417	10.3726617	7.784113942
FBtr0070131	5.8752419	6.708216211	7.353907239	7.346434837	5.526647902	7.457789619	8.362620673	9.523208492	9.170078029	9.972937725	10.20392961	7.355341405
FBtr0070134	13.2966164	13.03243826	12.62004312	12.54341384	13.2004211	12.6467448	13.1019634	12.98841174	12.83326636	11.65758834	12.15588838	12.3738924
FBtr0070135	12.0154054	12.47839325	12.58398824	12.47868275	11.99672119	12.49309561	11.31003883	11.66796103	11.44348275	11.46257374	12.00551897	10.78037769
FBtr0070138	9.807857041	9.482627684	8.702418252	8.603700518	9.736700249	9.113562729	10.5188635	10.04972183	10.07835579	8.572439135	9.865419648	7.198340918
FBtr0070139	9.429655504	9.08066619	8.58544069	8.513818773	9.227722066	8.932493813	9.855947041	9.238741488	9.300773523	7.975731631	8.716839349	10.10474446
FBtr0070140	11.86606201	11.41374379	11.0301492	11.00312082	11.6963649	11.23051652	12.55167162	12.40649065	12.4094401	11.52357622	12.0403486	11.65181805
FBtr0070141	12.12730575	12.41237545	12.44899642	12.52352493	12.20317845	12.52974153	11.86493396	12.2934882	12.25484143	12.44158274	12.43463315	11.41337538
FBtr0070142	9.958710606	9.896546597	9.378674828	9.548406954	10.59699662	8.972229677	5.801893271	5.040318218	4.891608747	4.742399718	4.252498922	7.159997441
FBtr0070145	9.369316413	9.510157891	9.204893636	9.10923413	9.637020582	9.190092322	6.675940101	6.891084966	6.866043734	6.301337055	6.394471269	6.913004268
FBtr0070146	11.85570151	11.0158965	10.47303406	10.31298174	10.89384149	10.61281092	12.78955441	12.59866003	12.77791032	11.69333275	12.64136115	9.857720727
FBtr0070147	13.45860538	13.53134681	13.11301219	13.13423721	13.23776592	13.15971721	13.00200478	12.89570732	12.62611689	11.98910451	12.03376884	10.98739555
FBtr0070148	12.2627465	12.36095054	12.99218711	12.9198974	12.77071807	13.03581002	12.25412545	13.03261377	12.51068995	13.69487545	13.06852745	13.81323203
FBtr0070149	3.603145614	3.987621017	4.266411766	4.269407241	3.686074659	4.152037357	5.652216861	5.264472627	5.583070729	5.574749425	4.790845005	10.62381603
FBtr0070150	7.241723894	7.507256304	7.712831671	7.810028514	7.556138916	7.919926386	8.529956388	8.645565132	8.659380877	8.583847739	8.485866331	10.88880907
FBtr0070151	10.09056554	10.63052114	10.75785725	10.31083133	9.119365516	10.82620803	10.65108013	10.98874724	11.06283421	10.71823001	11.97906623	10.56375989
FBtr0070155	14.04214015	13.76191738	13.67494623	13.61477535	13.94978463	13.4863183	14.40180112	14.39876259	14.29735231	14.25476466	14.25732578	14.44050712
FBtr0070159	12.47531249	12.1215138	11.88520835	12.0998853	12.63394724	11.80529411	13.13765801	13.05703293	13.17187083	13.0732562	12.71105277	13.81602131
FBtr0070160	11.02873717	10.55224247	9.861637817	10.06415654	11.61998727	10.12279034	11.50642467	11.13986755	11.31705597	10.56357954	10.75156138	12.33752292
FBtr0070161	11.44739824	10.50743471	10.16889521	9.884228378	9.953806206	10.28442101	12.54237886	12.78252387	12.63747526	12.28310555	12.89461006	10.4034715
FBtr0070163	10.08486285	9.698241923	9.362976312	9.146389203	10.45597146	9.523217315	6.873794746	6.511102702	6.466697263	5.823754455	5.508941998	7.444879884
FBtr0070164	9.933571901	10.80705105	11.65415817	11.7281143	11.36672354	11.68299594	8.217363539	7.573182118	7.483976157	7.738584787	7.377731108	8.835375572
FBtr0070165	10.91559821	10.46651456	10.13732151	10.41909514	11.09755457	10.09110291	12.15085126	11.98197224	12.39532053	12.08825034	11.91685007	13.46882497
FBtr0070166	9.489395417	9.518192442	8.646714221	7.731232127	7.595649856	7.938236384	9.528195829	9.043719611	8.849334098	6.659920278	8.527349152	7.833329083
FBtr0070167	12.01640825	11.70596141	11.34108061	11.27139223	11.77618087	11.65951508	12.66368609	11.91550551	11.84078933	11.12134889	11.91820258	9.094060526
FBtr0070170	9.65779897	7.418014493	6.886272116	6.755929073	7.713252464	7.129835257	11.86333096	11.8298305	11.81334014	11.2411168	11.95806835	10.25440201
FBtr0070171	6.116454174	7.252348478	6.732427952	7.146179662	7.830884033	7.296647368	6.812231225	6.528618199	6.091249186	6.137862104	5.922583213	8.552083064
FBtr0070172	9.328621302	9.245927948	8.523239666	8.951736689	10.05389562	8.808520844	6.847523445	6.699162923	6.645089167	5.673658178	6.193744151	6.486009584
FBtr0070173	11.98610047	11.42602794	10.94439692	10.90852698	11.55925232	10.76167406	12.50102255	12.25776741	12.30510713	11.4551722	11.58811875	11.04604299
FBtr0070174	5.907429101	6.191268507	5.601230001	6.026211355	6.235503057	5.906763152	8.410104469	8.392171858	8.408094049	8.160205741	8.291559357	8.699783073
FBtr0070175	12.04917846	12.16895797	12.27832961	12.35139086	12.56420809	12.30186317	11.4676327	11.58866634	11.47340176	11.72784823	11.3730035	11.24075413
FBtr0070176	12.99847667	12.95087786	12.86940019	12.84153101	13.05131695	13.00182736	12.53547903	12.60636274	12.49370392	12.81853632	12.6847147	12.52004895
FBtr0070177	8.512235184	9.132230316	9.366943095	9.269439502	6.626361743	9.087830894	9.294865389	9.155466923	8.851115303	9.181325966	10.01337809	10.71638796
FBtr0070179	14.00820565	14.06700336	13.90202092	13.94424268	14.03951614	13.97189206	13.95874181	13.98602771	13.78707453	13.37588962	13.44345047	13.48957106
FBtr0070180	9.736884215	9.398506215	8.901729149	9.300638554	10.45401844	8.815265442	5.461620231	5.045495393	4.512391251	5.568439554	5.186433207	7.047603822
FBtr0070181	8.333791338	8.493544466	8.801826033	8.31703855	7.208682097	8.911598115	10.42475175	10.57184809	10.42762681	10.39347519	10.81345294	9.162137009
FBtr0070182	10.36003017	9.016596603	8.815089283	8.670004677	9.571126708	8.908236483	12.28943428	12.29725316	12.49433673	12.19781607	12.63817038	11.92227888
FBtr0070183	8.634927187	9.067820462	7.993861705	7.321773899	7.495814263	7.664042598	9.209884891	8.85384723	8.954098867	8.27177161	8.653225221	8.089871509
FBtr0070184	8.307821934	8.0477663	7.41138811	7.974945679	9.083221082	7.373143563	5.374903846	4.870680352	5.877032541	5.502912935	3.658599958	7.525376728
FBtr0070185	12.19949525	11.8606858	11.47529027	11.52231342	11.766804	11.76434769	11.32890438	10.90793272	10.89677196	9.884448955	10.37652341	7.681922168
FBtr0070186	13.34807372	13.13612538	12.91097341	12.87714183	13.29162065	12.89047212	12.13955832	11.74153958	11.71256363	11.04123039	11.04287466	11.98814151
FBtr0070187	11.00559276	10.34321903	9.231015204	8.971298102	9.914141124	9.057706945	10.73120242	10.13130871	10.06274073	8.504535385	9.15441106	8.552324039
FBtr0070188	12.20359923	11.61387182	11.11864894	11.11366248	11.97817675	11.15097961	13.12948653	12.86903229	13.00012301	12.19956049	12.71014495	12.25713187
FBtr0070189	10.73120709	9.728684302	8.650530863	8.792228721	10.47952423	9.133093908	11.50079917	10.92057899	10.64132195	9.774595182	9.867467946	8.33670917
FBtr0070190	11.30719039	10.88152491	10.56781056	10.55806487	11.40517487	10.58086049	7.797893635	7.220400579	6.873946046	6.125093123	6.624741365	6.284825025
FBtr0070191	10.44588196	10.41293508	9.741657423	9.632151501	9.334564253	9.498046578	10.7316828	10.4648952	10.60051573	9.652428772	10.43301378	6.602134666
FBtr0070192	7.036641794	5.782751898	5.519378353	5.05775351	5.199040169	5.628823161	9.585674843	8.80349926	8.518873821	6.974668115	8.876013757	8.119378486
FBtr0070193	5.092630305	4.851049383	4.344643888	4.859795659	4.87257762	4.815601045	6.747715004	6.518997709	6.557082251	7.053390506	5.787045827	10.63237138
FBtr0070195	8.502928047	9.18495169	9.197287229	9.050258979	9.798987061	8.998904601	7.977126486	7.916917268	7.952509466	7.814221627	7.819639447	9.034380259
FBtr0070197	13.51299209	13.39024785	13.01481006	13.12841778	13.53023435	13.26855276	13.47506323	13.2225634	13.18464161	12.41594995	12.54299807	11.97761337
FBtr0070198	11.43688099	11.51417425	11.61409307	11.7371695	12.07896048	11.53584107	4.80561749	5.118762541	4.39848719	4.75459359	5.942634139	7.500167867
FBtr0070199	6.125035246	6.175851905	6.334267921	6.181927451	6.443971257	6.364961067	6.33468983	6.234309705	5.299189698	6.139931928	5.450571238	8.240555712
FBtr0070200	4.70610503	4.56235234	4.159257809	4.195851509	5.136773795	4.333216188	6.934751192	6.986821613	6.087216713	5.651209589	5.834397728	5.223773913
FBtr0070201	7.016109609	6.953117376	6.469353656	6.476755923	6.505417785	6.943153607	9.012666157	9.109672667	8.911051873	8.409998862	8.842945529	11.79228124
FBtr0070202	6.677496967	6.36454792	6.611383397	6.779557843	6.590729254	6.981055755	6.988039306	7.630644998	7.853418728	7.962365088	7.165095922	11.14310134
FBtr0070203	4.536171047	4.582995488	4.908865735	5.22932643	4.953195384	5.588573732	9.486037549	11.09215721	10.04492055	12.49058274	10.86700879	12.3861528
FBtr0070204	3.961771479	4.394857077	3.925429821	4.559920031	4.816666259	4.570201814	7.351164516	6.868897851	7.042230641	7.367974683	6.020997712	7.156333914
FBtr0070205	7.425312429	5.39514508	5.544219524	5.215072817	5.616434159	5.390017584	10.32752547	9.979467497	10.14770889	9.132355774	9.709318382	9.496214057
FBtr0070206	9.834090021	9.369165673	8.585278056	8.774684289	9.997653008	8.925367805	7.472311485	7.14168108	7.235941457	6.344485887	6.103033872	5.233792215
FBtr0070207	10.6761475	8.703306306	9.260257882	9.078494825	9.798685152	8.980695408	12.36386489	12.86689938	12.63542518	12.84317944	12.83896116	12.58148584
FBtr0070208	9.227956182	8.772533312	8.181721767	7.803910889	8.104352387	7.986624252	10.52896546	10.2023118	10.09039802	9.199052933	9.517127833	10.32504602
FBtr0070209	12.21143017	11.62671911	11.29639477	11.05277133	11.42941359	11.29304326	12.71803729	12.47470532	12.40563167	11.72504807	12.219648	10.81119268
FBtr0070210	11.62566821	11.16267613	10.65727628	10.23373003	10.55625955	10.59747354	12.12710335	11.90499442	11.98687962	11.19709847	11.55563184	10.32727834
FBtr0070211	11.89237065	11.4437814	10.93054184	11.21722393	11.96113934	11.22207615	11.97511422	11.63503914	11.38435196	11.20038272	10.95836283	11.35249526
FBtr0070212	11.94425554	11.10710602	10.36273167	10.44576994	11.20241888	10.56780248	13.11545741	13.10157275	13.13329492	12.45573595	12.93351652	12.21271293
FBtr0070213	8.184509913	7.6801464	7.609635304	7.383969482	8.184945245	7.616854626	8.973291547	8.440642055	8.817392702	8.57465218	8.102490171	10.20033833
FBtr0070214	10.90545493	11.7662111	12.53400011	12.54776519	10.91595913	12.54093295	10.99529307	12.10113945	11.55997298	12.63763447	12.84592836	11.49402057
FBtr0070215	11.14272409	12.02248083	12.78489106	12.74025519	10.65059818	12.68012011	11.10275234	12.19457974	11.76463697	12.63133289	13.01519783	11.93902774
FBtr0070216	12.60594674	12.21988264	11.62720746	11.33920432	11.65305607	11.77939328	12.51884368	11.97148719	11.78764847	9.684548943	11.65905855	6.162121396
FBtr0070219	10.2519762	10.40468773	9.925575505	9.59934439	9.498835846	10.33556152	10.53143234	10.01212461	10.07633489	8.955762064	10.06181831	8.969511717
FBtr0070225	9.79734653	9.150758176	9.142679681	8.618220666	8.58044815	9.154491567	11.79528167	11.30252046	11.31863612	10.35007717	11.00562146	8.712809665
FBtr0070227	4.633175432	5.385810644	5.829956084	5.629849093	5.20478631	5.588546749	6.487127753	5.977751585	6.372978208	6.944468444	6.047470772	10.81208968
FBtr0070230	10.27768423	9.323240125	8.534377982	8.279813449	9.745324573	8.83741443	11.39470727	10.68357304	10.51049212	9.537695595	10.04701727	6.417243248
FBtr0070231	10.76870803	11.30703154	11.50999817	11.71048756	11.46121068	11.79173	9.637342527	9.1989653	9.213214818	8.602099025	8.922228777	8.764999935
FBtr0070233	12.59416367	12.41002012	12.33341345	12.32232915	12.83989331	12.33175293	12.49110493	12.39855367	12.39504874	12.25247024	11.99068525	12.71335788
FBtr0070234	10.74140968	7.121956162	7.093583415	6.698872711	8.34942809	6.927896454	13.2014839	12.99008653	13.09511146	12.27997678	12.89099954	12.96010298
FBtr0070235	12.58208213	12.27950203	11.88628568	11.70898099	11.83913236	12.0342433	13.06346147	12.80811858	12.75877018	11.11390531	12.76019811	10.46742795
FBtr0070236	11.29633001	10.08312399	9.403858213	9.372520992	10.29746933	9.790739951	12.47518619	11.88964845	11.93624361	10.05529681	11.48706382	7.425881383
FBtr0070237	11.40818185	10.5844741	9.85677581	9.89622416	10.97271814	10.13900602	12.52148127	12.16290559	12.35873828	11.19488696	11.66853406	11.18182145
FBtr0070238	8.712215386	8.161327925	7.720539096	7.8023548	8.645346085	8.435333558	9.577443746	8.996668942	9.073598008	8.425110556	8.856557809	9.318464855
FBtr0070239	9.490397645	9.287809325	8.899656308	8.553693028	8.987395625	8.956342758	10.635939	10.52794669	10.52384841	10.09513655	10.69295064	8.45314838
FBtr0070242	5.158082497	4.127558997	4.294157542	4.592666325	4.19675653	4.527946099	6.067225673	6.108900763	6.289045045	5.709354056	5.194083111	8.306170172
FBtr0070244	7.275651496	6.729917069	7.58955977	7.086953565	6.108455457	7.452077293	8.245906325	7.667919793	7.092797303	7.81070658	7.622505794	9.763108104
FBtr0070245	9.370454639	7.178915776	6.478653148	6.345582662	7.898087397	6.488653179	11.97219384	11.67569823	11.82047354	10.64775656	11.32010769	10.85049746
FBtr0070246	10.36367287	10.28448672	10.43599689	10.05310332	9.50967803	10.0477768	10.86074419	10.41325832	10.47478331	9.437230652	10.92397158	10.1338793
FBtr0070247	9.21128944	9.469957385	9.771595274	9.218269461	7.915138426	9.726462051	10.48424439	10.16667365	10.19694472	9.291949521	10.80640986	8.723123694
FBtr0070248	9.896697043	10.59928431	11.05193167	10.73289012	9.344782569	11.17366833	10.85738716	11.14613033	11.13096966	11.36216619	11.85571066	10.30430112
FBtr0070250	6.495757512	6.325078744	5.887145051	5.844450936	6.617790681	5.870727197	9.762408949	9.67821666	10.21992658	10.02901647	10.26170064	9.901589634
FBtr0070251	6.78110394	5.904895894	4.98100779	5.18864225	6.144811171	5.349237875	8.769030171	8.275812563	7.924667039	6.77239112	7.107246374	7.359152157
FBtr0070252	7.970914609	10.5911194	11.87519236	12.11237206	10.08561002	11.89905623	4.487428465	4.545505101	4.487968625	5.919080221	6.765587786	9.752178906
FBtr0070253	11.69968492	11.33915103	10.83693362	11.00468656	12.10377146	11.02484199	11.7884389	11.37510027	11.20241246	10.48868129	10.56589073	11.33931635
FBtr0070254	10.84168754	10.50976402	9.934909055	9.994272955	10.9698025	10.03541291	10.52788552	10.04347561	9.845245556	9.244343616	9.262257198	8.780896009
FBtr0070255	11.18644912	11.22930912	11.02708845	10.85930221	11.28575112	11.10052536	11.67602745	11.73158981	11.75043856	11.79317844	11.87926964	11.76142811
FBtr0070257	6.183730648	5.753893303	5.005516764	4.969399185	6.774387793	5.226134706	8.501624645	7.715257797	7.853933289	6.569200932	6.51227114	4.574374032
FBtr0070258	10.76853147	8.223150764	7.751835916	7.490067057	8.918227298	7.898166019	13.22956024	12.86373994	13.07222695	12.35812204	12.84357368	11.60495943
FBtr0070259	11.83859311	11.45247698	10.7066206	10.58659128	11.51852599	11.03272509	12.1019991	11.64560323	11.67973831	10.54827603	11.19431161	9.462358507
