gene	M1F	M2F	M3F	M1M	M2M	M3M	E1F	E2F	E3F	E1M	E2M	E3M
FBgn0043841	39487.00	27775.04	28577.46	26347.44	25933.63	26901.79	27537.18	21681.25	24047.53	26000.33	21834.41	23921.12
FBgn0052425	18142.00	12138.16	15306.46	11318.92	12143.69	11557.19	12770.37	11764.50	9709.18	12714.89	11414.04	10501.83
FBgn0259481	13443.00	20227.56	20908.99	27812.61	25797.84	25881.70	22626.92	26212.91	23927.84	28087.53	32435.35	28280.31
FBgn0031708	2401.00	1675.67	1737.83	1767.31	1929.06	2006.34	1351.46	1447.63	1603.90	1461.71	1529.90	1841.39
FBgn0035772	3741.00	4869.19	4673.26	4811.97	5024.91	4925.40	5089.52	5292.03	5451.07	5392.87	5705.92	5295.38
FBgn0033494	2203.00	3555.58	3470.96	3759.75	3664.27	3563.33	3809.23	4049.12	4659.09	3915.46	4181.50	4411.15
FBgn0003651	3916.00	4197.30	4376.79	2729.70	2731.58	2594.59	3784.63	3651.65	3056.19	2786.67	2580.47	2437.87
FBgn0000636	2998.00	3883.98	3492.06	4291.70	4447.13	4276.46	3980.58	3995.94	4350.88	4305.55	4567.80	4661.93
FBgn0030693	6148.00	6015.70	6038.45	5357.91	5568.04	5594.18	6513.04	6628.00	7730.24	5909.62	5793.47	6385.43
FBgn0039137	1407.00	1466.79	1489.40	1774.31	1724.91	1680.71	1567.63	1738.75	1645.79	1698.23	1930.43	1836.40
FBgn0038202	914.00	1269.52	1337.06	1808.13	1622.84	1666.70	1453.40	1452.95	1578.96	1761.01	1885.56	1804.42
FBgn0027087	3693.00	2563.40	2717.48	2203.59	2298.01	2189.59	2513.13	2309.03	2239.28	2227.32	2062.84	2087.18
FBgn0001114	22092.00	24684.80	24963.53	15694.61	13578.30	12937.93	20403.77	17443.37	15801.61	11183.67	7304.77	9249.92
FBgn0015324	24108.00	29032.95	27661.08	35834.90	37928.42	37002.37	29241.89	31636.54	33637.02	35188.72	37132.29	38776.15
FBgn0034970	1592.00	1842.77	1866.73	1810.47	1857.89	1902.47	1940.20	2005.95	2148.51	2184.72	2034.39	2121.15
FBgn0036337	13069.00	8172.95	8755.93	6476.62	6719.86	6705.32	8307.37	6719.72	5214.67	6933.05	5119.35	5367.31
FBgn0264500	17.00	25.53	30.47	12.83	22.47	23.34	35.15	39.88	107.72	19.06	18.60	65.94
FBgn0028499	1265.00	1154.63	1072.23	1558.50	1580.70	1580.33	1344.43	1281.47	1629.83	1652.27	1704.99	1890.35
FBgn0262126	4727.00	4671.92	4669.75	5289.09	4940.63	4656.96	4392.70	4209.96	3839.19	4626.14	4510.90	4411.15
FBgn0003965	3290.00	2024.96	1947.58	2051.94	2053.60	1781.08	1867.27	1644.37	1340.57	2225.08	1546.31	1846.39
FBgn0086444	623.00	497.83	528.50	629.93	573.10	555.57	478.90	436.02	449.85	541.42	502.31	512.55
FBgn0034215	2923.00	2310.43	2140.94	1666.98	1721.17	1817.26	2131.76	1811.87	1871.22	1586.14	1309.93	1435.75
FBgn0010039	870.00	755.44	720.68	922.73	963.59	861.36	639.70	646.05	677.27	715.16	844.84	794.31
FBgn0015037	4321.00	4337.71	3653.77	6814.92	4377.83	3202.68	6386.50	6214.58	5718.38	6266.09	5710.30	5871.87
FBgn0017457	1055.00	812.31	814.42	885.40	828.74	852.02	759.21	736.44	701.21	921.42	877.67	849.26
FBgn0033763	151.00	148.54	141.79	177.31	166.69	186.75	104.57	78.43	131.66	149.09	113.81	150.87
FBgn0040064	15646.00	10713.15	13158.50	7042.39	7817.36	7939.00	10908.37	9682.78	7403.08	9252.28	6898.76	7101.80
FBgn0038453	3557.00	4178.73	4079.15	4751.31	4956.55	5085.30	4370.73	4431.96	4881.52	5022.96	5432.34	5500.20
FBgn0029840	1896.00	1930.97	2002.66	2594.38	1990.86	1859.28	1644.96	1596.52	1300.68	1591.74	1819.90	1613.59
FBgn0034165	1271.00	970.12	962.07	1265.69	1226.73	1269.87	898.93	743.09	863.79	1230.80	993.67	1204.95
FBgn0035539	886.00	695.10	792.16	1135.04	1049.74	1086.62	635.31	711.19	552.59	1004.37	897.36	831.27
FBgn0037225	152.00	395.71	385.53	575.10	648.01	559.07	441.99	550.34	637.37	712.92	721.17	975.15
FBgn0037262	1331.00	1664.07	1743.69	1630.82	1616.29	1776.41	1854.97	1850.42	1979.94	1985.19	1907.45	1922.32
FBgn0034692	139.00	113.72	142.96	137.65	158.26	134.22	160.80	163.51	200.49	181.59	198.08	224.80
FBgn0028479	14372.00	9274.21	10511.33	7265.20	7321.05	7189.69	9273.96	8389.35	7198.60	8280.42	6614.23	6359.45
FBgn0261845	29.00	61.50	79.68	79.32	80.53	66.53	97.54	86.41	103.73	89.68	117.10	133.88
FBgn0034618	4942.00	3886.30	3574.09	5161.93	4620.37	3866.79	3478.83	3227.59	2648.23	3014.22	3283.04	2786.57
FBgn0053543	2262.00	3671.62	3564.71	4312.69	4707.46	4504.06	4005.18	4127.55	4731.91	4704.61	4857.81	5215.45
FBgn0029969	3767.00	2501.90	2587.40	2714.54	2381.35	2423.02	2385.71	2154.83	1727.58	2449.27	1789.26	1864.37
FBgn0038854	1384.00	1087.33	1133.16	1174.70	1210.81	1091.29	1065.88	979.71	921.64	1168.03	1080.12	1167.98
FBgn0036023	21.00	63.82	24.61	9.33	8.43	24.51	9.67	17.28	12.97	8.97	10.94	6.99
FBgn0039017	37.00	51.06	41.01	57.16	46.82	43.18	58.00	65.14	68.82	49.32	55.81	49.96
FBgn0030974	4522.00	3582.27	3688.93	4425.85	4083.79	4291.64	3415.57	3416.36	3139.97	4083.60	4153.05	4195.34
FBgn0001248	25491.00	18230.45	18505.56	22667.01	20512.60	21961.22	17374.84	15538.45	14984.70	21626.40	17057.59	18034.26
FBgn0004359	983.00	868.01	827.31	1076.72	1033.82	996.75	759.21	793.61	728.14	951.68	840.46	956.17
FBgn0004797	5049.00	4266.92	3870.56	4281.20	3798.18	3182.84	3863.71	2997.62	2705.09	3851.57	3024.77	2971.41
FBgn0034808	2291.00	4457.24	3855.33	4004.73	4931.27	4445.70	4363.70	5423.64	6014.63	4853.69	5819.74	5724.00
FBgn0033451	1257.00	905.14	921.06	816.58	743.53	750.48	898.05	720.49	676.27	812.69	675.21	659.42
FBgn0032955	8326.00	10340.65	10023.85	10024.07	10505.86	9629.04	10977.79	11055.97	11228.30	10629.93	10550.60	10472.86
FBgn0035158	482.00	557.01	622.24	608.93	621.79	609.26	630.04	659.34	703.20	699.47	779.18	738.36
FBgn0015795	13513.00	17635.15	17513.02	18627.29	18993.71	18378.05	17891.52	20429.03	21771.35	17641.44	18753.82	19807.71
FBgn0027074	370.00	329.56	339.83	499.28	530.02	489.04	291.73	243.27	218.44	455.10	310.79	275.76
FBgn0053523	5436.00	4785.64	4457.65	5479.23	5731.92	5489.14	4323.28	4053.10	4364.84	5826.67	5550.53	5437.25
FBgn0038149	4770.00	3677.42	3367.84	3333.97	3696.11	3718.56	3295.18	2648.01	3215.78	3407.67	2964.59	3212.20
FBgn0030895	806.00	895.86	616.38	1787.14	2281.16	1691.21	483.29	507.80	667.29	1055.93	1272.73	1522.67
FBgn0038966	2944.00	2260.53	2370.62	1720.64	1813.87	1706.38	2245.12	1956.76	1995.90	2116.35	1917.30	2048.21
FBgn0030658	1493.00	1050.19	1170.66	848.07	899.91	932.56	1073.79	922.55	928.63	870.97	848.12	808.29
FBgn0039319	90.00	153.18	181.63	244.97	242.54	239.27	190.68	206.04	216.45	307.14	288.91	300.74
FBgn0086708	9786.00	11665.86	10799.60	11671.22	12737.39	12658.98	13742.23	13252.01	11677.15	13006.33	14390.66	12039.49
FBgn0262976	1860.00	1999.43	1993.29	1436.01	1664.04	1694.71	2085.19	2297.07	2515.57	1703.84	1805.67	1792.44
FBgn0001234	9594.00	13046.78	13401.07	13290.37	15093.46	14148.27	13936.42	15301.83	15972.18	15398.43	16356.11	16342.73
FBgn0260780	33.00	26.69	42.19	61.83	60.87	53.69	55.36	57.16	49.87	79.59	88.64	55.95
FBgn0034501	48072.00	34668.03	45137.78	22290.22	22731.95	24309.54	35697.81	34071.86	26645.89	26548.47	22408.94	21489.24
FBgn0038035	1261.00	1413.41	1205.81	1021.89	1014.16	1017.76	1188.90	1060.80	971.52	1190.44	1048.38	1020.11
FBgn0031500	1450.00	1061.80	1092.15	1195.70	1180.84	1246.52	1010.52	989.02	915.66	1127.67	1158.91	1095.04
FBgn0037007	13213.00	13034.02	14529.54	8785.20	9089.04	9414.29	12178.12	12502.28	11005.87	8849.87	8463.68	7964.05
FBgn0261998	5.00	5.80	9.37	9.33	9.36	28.01	21.97	17.28	22.94	8.97	9.85	7.99
FBgn0022960	979.00	1484.20	1431.98	1984.28	1873.81	1882.62	1622.11	1672.29	1745.54	1822.66	2045.33	1956.29
FBgn0039151	8427.00	6845.41	6868.10	3937.07	4150.28	3527.15	6634.30	4681.87	3934.94	4326.85	3304.93	3014.37
FBgn0037116	3139.00	3203.96	3151.05	3715.43	3678.32	3544.65	3703.79	3470.86	3326.50	4048.86	3783.16	3753.72
FBgn0023540	5104.00	4445.63	4184.61	4201.87	4463.05	4871.71	5105.34	5559.23	5503.93	4521.89	4892.83	4723.88
FBgn0038038	8137.00	4923.73	5989.23	3886.91	3777.58	4143.41	5053.49	4578.19	3903.02	4519.65	3591.65	3390.04
FBgn0029932	3393.00	2708.46	2822.94	3204.48	3150.17	3202.68	2519.28	2487.16	2541.50	3316.88	2859.53	2982.40
FBgn0082585	1871.00	2309.27	2057.74	2642.21	2458.14	2490.71	2395.38	2461.90	2334.03	2759.77	2803.72	2879.49
FBgn0250820	2539.00	1806.80	1819.85	1444.17	1401.84	1496.29	1749.52	1523.40	1583.95	1421.36	1469.71	1480.71
FBgn0028939	48.00	31.33	38.67	74.66	57.12	58.36	21.97	29.25	24.94	26.90	39.40	36.97
FBgn0027550	8160.00	5759.24	5868.53	6779.92	5829.31	6057.54	5527.12	4969.01	5049.09	5980.24	6116.31	6329.47
FBgn0004885	10110.00	8594.19	9009.04	9877.08	9319.40	9373.44	8449.73	8075.63	7226.53	9445.09	8658.47	8520.56
FBgn0032924	2097.00	1765.02	1652.28	1873.46	1819.49	1851.11	1592.23	1621.77	1486.20	1746.43	1808.96	1761.46
FBgn0024329	3275.00	3000.89	2728.02	3582.44	3283.14	2803.51	2665.14	2370.18	2341.02	2874.10	2636.28	2560.76
FBgn0035136	1150.00	938.79	916.37	1074.38	1036.63	1002.59	879.59	853.42	679.26	1016.70	1073.55	975.15
FBgn0039508	1854.00	1426.18	1494.09	1610.99	1585.38	1589.67	1406.82	1321.35	1266.76	1573.81	1540.84	1516.68
FBgn0040333	17.00	4.64	14.06	109.65	112.37	137.72	8.79	5.32	4.99	137.88	128.04	103.91
FBgn0003964	3104.00	3116.93	3204.96	3099.49	3200.73	3228.36	2923.49	2994.96	2796.85	2903.25	2978.81	2855.51
FBgn0034902	3146.00	2346.40	2301.48	2477.73	2525.56	2626.10	2124.73	2039.18	2167.46	2447.02	2260.92	2381.92
FBgn0032751	116.00	110.24	100.78	130.65	116.12	131.89	137.96	142.24	146.63	122.18	114.91	143.87
FBgn0026263	272.00	459.53	430.06	423.45	394.24	441.19	543.05	518.44	502.72	493.22	543.89	519.55
FBgn0004394	151.00	327.24	299.99	390.79	468.22	410.84	386.63	373.54	426.91	504.43	543.89	464.59
FBgn0034879	853.00	568.61	630.45	317.30	339.93	350.15	578.19	473.24	449.85	356.46	286.72	342.70
FBgn0032287	3335.00	2609.82	2238.20	2809.02	2692.25	2577.08	2322.44	1842.44	1526.10	2476.17	1571.48	1862.37
FBgn0051676	2751.00	2289.54	2351.87	2137.10	2240.89	2593.42	1787.31	1748.06	2182.42	1558.11	1644.80	2090.18
FBgn0038820	13697.00	12917.97	13249.90	14146.61	13922.91	15383.13	14260.67	16603.24	21770.35	8246.80	10083.31	10437.89
FBgn0003141	3432.00	3921.11	4083.83	4504.01	4271.08	4624.27	4445.42	4372.14	4263.10	4741.60	4324.86	4573.01
FBgn0024992	2098.00	1646.66	1627.67	1796.47	1664.04	1666.70	1557.96	1467.57	1459.27	1624.25	1629.48	1651.56
FBgn0037409	356.00	295.91	390.22	370.96	337.12	347.81	197.71	276.50	283.28	221.95	321.74	294.74
FBgn0038735	4627.00	5603.75	5720.88	5745.20	6048.43	6133.41	5782.83	6266.43	7041.00	6428.62	6567.18	6861.01
FBgn0020506	74.00	69.63	89.06	68.83	89.90	88.70	90.51	118.31	114.71	132.27	135.70	112.90
FBgn0262682	11.00	27.85	37.50	23.33	26.22	30.35	32.51	49.18	66.83	39.23	35.02	48.96
FBgn0051619	6775.00	8496.71	7628.62	14013.63	11037.76	10014.20	9377.65	9549.85	10020.39	10915.77	11846.31	11632.84
FBgn0033235	2349.00	1707.00	1717.90	1754.47	1838.22	1853.44	1608.93	1593.86	1448.30	1731.86	1729.07	1732.49
FBgn0013307	7276.00	4862.23	5086.92	1045.22	1374.69	1271.03	4044.73	4510.39	3474.12	1053.69	1143.59	831.27
FBgn0031697	1942.00	2286.06	2280.38	2600.21	2942.28	2759.16	2342.66	2650.67	2665.19	2813.57	3043.38	2868.50
FBgn0011672	4581.00	4219.35	4281.87	4196.04	4157.77	4083.88	4099.21	4069.06	3868.11	4257.35	4293.12	4167.36
FBgn0025686	59.00	142.73	135.93	159.82	169.49	147.06	188.92	154.20	207.47	178.23	163.06	205.82
FBgn0263697	656.00	562.81	558.96	514.44	544.07	587.08	488.57	507.80	503.71	571.68	500.12	539.53
FBgn0038079	549.00	713.67	725.36	822.41	836.24	947.73	756.57	805.57	1015.40	905.72	877.67	983.14
FBgn0040394	2211.00	1718.61	1699.16	1591.16	1650.93	1632.85	1603.66	1551.32	1558.02	1613.04	1619.63	1614.59
FBgn0019830	6733.00	4537.31	4924.04	3682.76	3954.56	3856.29	4474.42	3942.77	3845.17	4523.02	3580.70	3680.79
FBgn0261834	14.00	85.87	65.62	81.66	94.58	70.03	116.87	101.03	133.66	146.84	134.60	104.91
FBgn0042083	1137.00	819.27	802.70	1005.56	851.22	880.04	760.97	708.53	584.51	841.83	651.14	705.38
FBgn0035722	611.00	438.64	461.70	431.62	446.68	454.02	390.15	428.04	393.00	394.57	410.38	402.65
FBgn0052590	365.00	435.16	438.26	457.28	455.11	475.03	458.69	489.19	516.68	507.79	482.61	511.55
FBgn0015818	522.00	414.28	386.70	446.78	456.98	435.35	369.94	357.59	351.10	462.95	446.49	431.62
FBgn0000497	581.00	641.72	592.95	785.08	777.24	789.00	672.22	658.01	751.08	682.66	693.82	717.37
FBgn0028936	1113.00	833.19	799.19	713.92	755.70	780.83	809.30	644.72	595.48	640.06	486.98	565.51
FBgn0021873	2107.00	4584.88	4204.53	6116.16	4975.28	4669.79	5462.97	5709.44	5421.14	5966.79	6318.76	5911.84
FBgn0028491	1330.00	1173.20	1095.66	1460.51	1378.43	1401.76	1023.70	946.48	1087.22	1120.95	1122.80	1247.91
FBgn0053777	42.00	117.20	84.37	88.66	102.07	130.72	129.17	131.60	155.60	107.61	141.17	130.89
FBgn0031980	38286.00	30757.36	30130.13	16472.69	17577.82	19281.43	29013.42	24456.87	24858.46	19708.46	15572.56	17946.33
FBgn0030178	496.00	401.51	399.59	302.13	291.23	312.80	370.82	304.41	355.09	371.03	317.36	314.73
FBgn0011706	51.00	120.69	118.35	115.49	133.91	130.72	136.20	163.51	158.59	150.21	153.21	160.86
FBgn0031097	900.00	1080.37	1367.53	1191.04	1504.85	1741.40	1805.76	1312.04	1744.54	1744.19	1245.37	1597.61
FBgn0035194	146.00	77.75	29.30	153.98	110.50	30.35	34.27	51.84	19.95	42.60	37.21	17.98
FBgn0032170	3010.00	2324.35	2130.39	2733.20	2616.40	2595.76	2106.28	2011.26	1965.97	2248.62	2345.19	2313.98
FBgn0035383	2493.00	1773.15	1850.32	1599.32	1487.06	1432.10	1714.37	1625.76	1236.84	1467.32	1224.57	1242.91
FBgn0033813	582.00	378.30	453.50	347.63	357.72	402.67	382.24	354.93	345.12	375.52	355.66	370.68
FBgn0038828	912.00	1025.83	1120.27	1116.38	1341.91	1259.36	1170.45	1187.08	1282.72	1290.21	1367.93	1360.81
FBgn0250838	11827.00	10409.11	10266.42	11093.78	11713.86	12053.23	11454.05	12491.64	13496.50	11837.18	11729.21	11900.61
FBgn0037375	1833.00	2000.59	2008.52	2687.70	2449.71	2620.27	2092.22	2185.41	2285.16	2814.69	2944.89	2760.59
FBgn0031781	1554.00	1245.15	1225.74	1024.22	1235.16	1383.08	1018.43	970.41	1138.09	1165.78	1026.50	1239.92
FBgn0010812	1493.00	1220.78	1162.46	1298.36	1241.71	1198.67	1091.36	1143.22	1021.39	1221.83	1193.93	1201.95
FBgn0039202	27.00	52.22	37.50	60.66	60.87	44.35	50.97	67.80	67.83	87.43	65.66	85.92
FBgn0052412	2377.00	1668.71	1550.33	1234.20	1325.06	1184.66	1534.24	1322.68	1387.45	1171.39	1027.59	1167.98
FBgn0010591	6423.00	4023.23	4935.75	2858.02	3114.58	2945.90	4267.04	3811.17	3237.72	3315.76	2914.25	2715.63
FBgn0033581	1547.00	1484.20	1491.74	1664.65	1623.78	1610.68	1407.70	1394.46	1355.54	1683.66	1653.56	1686.53
FBgn0038868	2081.00	1539.90	1540.96	1462.84	1409.33	1485.79	1440.21	1435.67	1325.61	1518.88	1493.78	1504.69
FBgn0039738	6683.00	6540.22	6630.22	8453.90	8104.84	8688.31	7018.30	7033.44	7289.37	8366.74	8751.49	8720.39
FBgn0027563	2431.00	1527.13	1617.13	1553.83	1429.00	1602.51	1583.45	1262.86	1180.98	1474.04	1211.44	1337.83
FBgn0035807	3722.00	2995.09	3063.17	3522.95	3565.94	3500.30	2880.43	2822.15	2749.97	3192.45	3296.17	3167.24
FBgn0262979	15.00	37.13	38.67	42.00	38.39	40.85	41.30	51.84	60.84	50.44	49.25	52.95
FBgn0033717	7048.00	5486.54	5509.95	5688.04	5612.99	5543.99	5252.08	4752.33	5020.17	5308.80	4747.28	5253.41
FBgn0028940	9107.00	7843.39	7498.55	8954.35	8084.24	8250.63	7233.58	6834.05	7024.05	7087.74	6698.50	7396.54
FBgn0026393	977.00	1153.47	1052.30	1209.70	1169.61	1243.02	1157.27	1218.99	1529.09	1370.92	1471.90	1556.64
FBgn0014031	11105.00	6968.42	6719.28	3750.42	3401.13	3300.72	6630.79	4871.97	3891.05	3547.79	2090.20	2246.04
FBgn0021796	2816.00	2387.02	2390.54	2804.36	2508.71	2512.89	2314.54	2153.50	1921.09	2403.31	2486.36	2303.99
FBgn0038964	3150.00	1912.40	2054.22	856.24	892.42	847.36	1839.15	1811.87	1205.92	907.97	831.70	823.28
FBgn0010411	49023.00	34688.92	34488.17	23905.87	24587.97	26235.35	34377.98	29073.61	26335.69	25451.07	21628.67	22474.38
FBgn0086348	2629.00	1499.28	1903.05	1861.80	1959.96	2221.10	1548.30	1342.62	1466.25	1993.04	1621.82	1619.59
FBgn0052544	1743.00	1306.65	1262.06	1655.32	1782.04	1842.94	1130.03	1218.99	1118.14	1389.97	1593.37	1470.72
FBgn0004117	18337.00	20868.12	20310.18	15539.46	18461.81	18674.51	20915.18	25962.99	27601.45	16266.04	19710.28	17246.94
FBgn0030800	845.00	734.56	710.13	817.74	780.99	791.33	691.55	630.10	647.35	743.19	761.67	807.30
FBgn0036194	1523.00	1419.21	1396.82	1278.53	1347.53	1336.39	1296.98	1232.28	1346.56	1506.55	1401.86	1415.76
FBgn0032282	2049.00	1606.04	1133.16	2264.25	2281.16	1853.44	1198.57	1129.92	1137.09	941.59	1240.99	941.18
FBgn0259785	3301.00	2995.09	2842.86	3265.14	3124.88	3076.63	2847.04	2667.95	2339.02	2833.75	2953.64	2818.54
FBgn0050077	502.00	675.37	656.23	752.42	791.29	797.17	713.52	712.52	826.89	814.93	793.40	814.29
FBgn0067317	56.00	60.34	59.76	47.83	47.76	64.19	82.60	75.77	87.78	65.01	72.23	89.92
FBgn0031904	1180.00	1558.47	1516.35	2131.27	2137.88	2100.88	1704.71	1708.18	1693.67	2083.84	2271.86	2025.23
FBgn0038017	714.00	399.19	549.59	540.11	479.45	533.39	353.24	405.44	438.88	434.93	474.95	499.56
FBgn0027579	13586.00	8617.40	10244.15	9511.96	7538.30	7801.28	8641.29	7644.93	7496.84	8208.68	6237.78	6644.20
FBgn0001197	2874.00	3513.80	3534.24	3164.82	3427.35	3454.78	3816.26	3699.50	4044.66	3979.36	3837.87	3948.55
FBgn0259241	1588.00	1855.54	1899.54	2083.44	2253.06	2169.74	1937.57	2093.68	2303.11	2206.02	2500.58	2406.90
FBgn0031298	2963.00	2455.48	2538.19	2168.60	2102.30	2309.80	2435.80	2177.43	2110.61	2214.99	1972.01	2051.21
FBgn0035710	3419.00	3405.88	3172.15	2730.87	2621.08	2483.71	2919.97	2746.38	3077.13	2181.36	2392.24	2527.79
FBgn0037779	1778.00	1371.64	1510.49	1159.54	1179.91	1260.53	1380.46	1139.23	1004.43	1308.14	940.04	1085.05
FBgn0032935	3427.00	3722.68	3680.72	4288.20	4741.17	4661.62	3774.96	4385.43	4183.31	4349.27	4637.84	4565.01
FBgn0030887	1682.00	1701.20	1658.14	2404.24	2335.47	2284.13	1781.16	1877.00	1818.35	2556.88	2566.24	2490.83
FBgn0025387	2.00	4.64	2.34	4.67	8.43	12.84	19.33	11.96	5.98	38.11	6.57	10.99
FBgn0034162	7545.00	5130.29	5957.59	3322.30	3670.82	3872.63	5384.77	3938.78	4228.19	3955.82	2902.21	3152.25
FBgn0038095	76.00	44.10	44.53	25.66	16.86	23.34	20.21	43.87	10.97	13.45	15.32	6.99
FBgn0034639	524.00	771.69	733.57	863.24	830.62	790.17	828.63	840.13	873.77	952.80	943.33	970.15
FBgn0261530	578.00	764.73	719.50	884.24	895.23	876.53	809.30	866.72	828.88	1033.51	871.10	930.19
FBgn0040284	7590.00	10867.48	10383.60	9653.11	10626.66	10316.50	11424.18	11634.23	12821.23	12066.98	11911.97	12527.06
FBgn0037652	1355.00	1189.45	1248.00	1051.05	1048.81	1176.49	1126.51	1145.88	981.49	992.04	1019.93	960.16
FBgn0083068	191.00	306.36	297.65	472.45	475.71	402.67	337.43	377.53	377.04	403.54	492.46	408.64
FBgn0033015	2018.00	2452.00	2583.89	2716.87	2871.11	2793.01	2816.28	2715.81	2741.99	3203.66	3226.13	2955.42
FBgn0037712	323.00	588.34	500.37	611.27	597.45	511.21	615.98	652.70	773.02	660.24	705.85	926.19
FBgn0019952	4955.00	2413.71	3272.93	1522.33	1689.33	1635.19	2388.35	2554.96	2325.06	1638.82	1787.07	1740.48
FBgn0023507	11170.00	7460.44	7866.50	7356.19	6318.13	6812.69	7395.27	6505.70	5273.52	6982.37	5324.00	5484.21
FBgn0040239	2103.00	2528.59	2446.78	2754.20	2577.07	2670.45	2584.30	2715.81	2766.93	2884.19	2919.72	2840.52
FBgn0001218	26507.00	24572.23	23313.59	21698.78	20461.10	19372.47	23397.55	20584.56	19790.42	21593.89	23161.85	20662.96
FBgn0033996	1048.00	1305.49	1355.81	1664.65	1601.30	1596.67	1418.25	1522.07	1439.32	1656.76	1702.80	1627.58
FBgn0046879	61.00	106.76	31.64	157.48	101.13	46.69	115.99	150.21	170.56	102.01	152.11	150.87
FBgn0035703	782.00	769.37	752.32	915.73	882.12	873.03	867.29	873.36	828.88	916.93	969.59	965.16
FBgn0027491	5711.00	7525.43	7472.77	10561.84	10341.99	10509.08	7864.50	8494.37	8508.25	9586.33	10064.71	10283.02
FBgn0038343	1141.00	1141.87	1161.29	1023.05	1353.15	1316.55	1406.82	1305.39	1657.76	2000.89	1697.33	2189.09
FBgn0031868	1203.00	1035.11	1090.98	1038.22	1053.49	1052.78	1001.74	1006.30	879.75	1022.30	944.42	960.16
FBgn0034470	52648.00	37925.37	35335.41	23768.22	22996.03	24056.27	32570.46	29096.21	34631.48	21635.37	19487.04	24234.84
FBgn0250788	32892.00	29667.71	28769.64	43895.68	36892.72	36644.05	26496.78	27152.74	24222.09	28846.41	31708.70	29914.88
FBgn0031944	211.00	208.88	206.24	212.31	255.65	278.95	230.22	276.50	286.27	323.95	292.19	288.75
FBgn0010894	1172.00	1434.30	1278.47	1489.67	1551.67	1489.29	1416.49	1466.24	1748.53	1600.71	1675.45	1665.55
FBgn0029955	408.00	502.47	523.81	566.94	565.61	552.07	510.53	592.88	696.22	612.04	600.80	622.46
FBgn0035264	265.00	177.55	183.98	178.48	172.30	162.23	152.02	135.59	163.58	221.95	165.25	202.82
FBgn0037100	27.00	45.26	41.01	54.83	55.25	45.52	47.45	63.81	62.84	75.10	66.76	57.95
FBgn0041712	3340.00	3282.87	2981.14	2138.27	2412.26	2359.99	2843.52	1686.91	2588.38	2079.35	1735.63	1980.27
FBgn0014411	3389.00	3482.47	3421.75	3903.24	3841.26	3762.91	3657.21	3718.11	3704.53	3785.43	3854.29	4082.44
FBgn0263855	106.00	249.49	213.27	326.63	336.18	277.78	239.89	340.31	352.10	303.78	424.61	372.67
FBgn0039617	1534.00	1969.26	1864.38	2573.38	2551.78	2495.38	2048.29	2071.08	2151.50	2486.26	2617.68	2617.71
FBgn0033387	2671.00	1919.36	1966.33	2324.91	2095.74	2055.36	1717.89	1526.06	1899.15	2039.00	1976.39	2211.07
FBgn0035851	1193.00	1026.99	1076.91	1259.86	1062.85	1123.97	930.56	991.67	836.86	1079.47	1232.23	1139.01
FBgn0037548	1541.00	1208.01	1161.29	1382.35	1134.02	1412.26	1068.52	905.27	1051.31	1421.36	1116.23	1220.93
FBgn0051268	11.00	9.28	16.41	18.66	15.92	16.34	19.33	35.89	24.94	6.73	15.32	11.99
FBgn0030759	421.00	287.79	322.25	321.96	297.79	296.46	288.22	265.86	252.35	303.78	304.23	298.74
FBgn0033756	101.00	204.24	200.38	223.98	226.62	257.94	249.56	207.37	303.22	328.44	304.23	321.72
FBgn0262782	35857.00	24225.26	23645.22	23719.23	23482.98	22606.66	22910.74	19026.59	20908.56	23129.59	17805.02	20052.49
FBgn0051183	1616.00	2014.52	2068.28	1796.47	1836.35	1926.98	1629.14	1652.35	1515.13	1740.83	1580.24	1691.52
FBgn0026576	10341.00	6286.08	7584.09	8063.11	8190.06	8430.37	6512.16	5878.26	4280.06	7871.28	5606.34	5108.54
FBgn0027873	616.00	543.08	587.09	599.60	530.02	559.07	547.44	473.24	442.87	531.33	506.68	513.55
FBgn0000052	5075.00	3534.69	3728.77	4361.69	4551.07	4335.99	3472.68	2928.50	2264.21	4477.06	2858.43	3154.25
FBgn0063491	7047.00	4987.55	4415.46	7127.55	7265.80	7092.81	4569.32	3543.97	3602.79	8009.16	5362.30	5678.04
FBgn0053527	368.00	398.03	352.72	534.27	509.42	562.57	420.90	417.41	557.57	507.79	540.61	566.51
FBgn0031813	2937.00	2048.17	2377.65	2251.42	2162.23	2270.12	2173.06	1894.28	1750.53	2389.86	2142.73	2098.17
FBgn0034400	4865.00	5209.20	4902.94	6524.45	5768.44	5855.63	5547.33	5536.63	5448.07	6358.00	6310.00	6406.41
FBgn0020653	11949.00	8727.64	9116.85	9488.62	9519.80	9535.67	8606.14	7682.15	8120.24	9035.94	8343.30	9152.01
FBgn0026403	2151.00	1491.16	1557.36	929.73	942.99	967.57	1090.49	1120.62	1400.42	470.80	843.74	677.41
